time,observation,MOHC-HadGEM2-ES_CLMcom-CCLM4-8-17,MOHC-HadGEM2-ES_CLMcom-ETH-COSMO-crCLIM-v1-1,MOHC-HadGEM2-ES_DMI-HIRHAM5,MOHC-HadGEM2-ES_GERICS-REMO2015,MOHC-HadGEM2-ES_KNMI-RACMO22E,MOHC-HadGEM2-ES_MOHC-HadREM3-GA7-05,MOHC-HadGEM2-ES_SMHI-RCA4,MOHC-HadGEM2-ES_UHOH-WRF361H
1951-01-01,NA,NA,0.100964772900625,0.218359376685839,0.0937040573262493,0.0723960005416302,NA,NA,NA
1951-02-01,NA,NA,1.40392590255942,0.0449218744506652,1.25184146891115,1.37630514800549,NA,NA,NA
1951-03-01,NA,NA,2.00615605863277,0.679947902244749,0.794965693785343,1.96016070549376,NA,NA,NA
1951-04-01,NA,NA,0.337498562294059,0.0249999994593963,1.72655541391578,0.6582046233234,NA,NA,NA
1951-05-01,NA,NA,7.93889811029658,1.09231767710298,8.01033675670624,8.27658204361796,NA,NA,NA
1951-06-01,NA,NA,6.06808655429631,2.13216152333189,6.07474670978263,3.37813276564702,NA,NA,NA
1951-07-01,NA,NA,1.95111257198732,0.626171877229353,7.27840738836676,2.92982468381524,NA,NA,NA
1951-08-01,NA,NA,0.300168882313301,0.597395829572633,1.83619919407647,0.488673055224353,NA,NA,NA
1951-09-01,NA,NA,0.911303340399172,0.544401020852092,1.61089843022637,2.71641241852194,NA,NA,NA
1951-10-01,NA,NA,0.187001122503716,3.86627605184913,2.43338912841864,2.60039655840956,NA,NA,NA
1951-11-01,NA,NA,1.65230461279862,1.15195309444971,1.8971170327859,2.53216736891773,NA,NA,NA
1951-12-01,NA,NA,2.23974194086622,0.377734369249083,0.458284313026525,0.939585466403514,2.2910108207725,NA,NA
1952-01-01,NA,NA,1.13202169159194,0.894010360934772,0.574195381341269,0.416928102640668,0.729437487461837,NA,NA
1952-02-01,NA,NA,0.465548608917743,0.192447916469973,0.232711405806185,0.612761788215721,0.386230063304538,NA,NA
1952-03-01,NA,NA,2.1231776685454,1.33111976174405,3.42367887496948,2.39661981468089,4.02251451741904,NA,NA
1952-04-01,NA,NA,4.08395082922652,0.409374999435386,6.66242142906412,2.55781827145256,3.93111112061888,NA,NA
1952-05-01,NA,NA,4.98382100486197,3.11106772860512,8.10801998013631,3.17266340134665,4.18218600098044,NA,NA
1952-06-01,NA,NA,5.22263515158556,0.606510388024617,12.6171882147901,3.11146558087785,5.83926342660561,NA,NA
1952-07-01,NA,NA,4.57863294286653,1.33463540696539,7.65384006081149,5.79428451019339,7.56724672392011,NA,NA
1952-08-01,NA,NA,1.24114519130671,2.03893227298977,12.4424139037728,4.32292700861581,3.90164129203185,NA,NA
1952-09-01,NA,NA,3.75161585980095,1.73372398421634,4.28104777238332,2.64844348712359,3.3267930848524,NA,NA
1952-10-01,NA,NA,4.1846720079775,2.94908855648828,2.134482796464,3.62728690670338,3.21699882333633,NA,NA
1952-11-01,NA,NA,1.05273534427397,0.114843750816362,0.232749640053953,1.97604619315825,1.43130549404304,NA,NA
1952-12-01,NA,NA,1.23482190974755,1.17109376296867,0.538793856685515,1.89505642047152,1.24347706296248,NA,NA
1953-01-01,NA,NA,0.997145134897437,0.250390622386476,0.783634369145148,1.15807567199226,1.5678767929785,NA,NA
1953-02-01,NA,NA,6.83455921243876,1.69283855357207,3.42303718789481,4.66797926346771,6.7340511828661,NA,NA
1953-03-01,NA,NA,1.72053317364771,0.555078110119211,1.35560464987066,1.42930012370925,3.10934603330679,NA,NA
1953-04-01,NA,NA,4.02515308815055,0.989843704883242,6.89561598119326,4.0341236628592,5.35934545914643,NA,NA
1953-05-01,NA,NA,2.67115414899308,0.166796873963904,4.01412952342071,1.07187743706163,2.42717373766936,NA,NA
1953-06-01,NA,NA,1.17963407101342,0.785286481550429,4.17813392705284,3.04714246303774,3.32408332033083,NA,NA
1953-07-01,NA,NA,1.89322644146159,0.751432262768503,3.0555576318875,1.63594123878283,1.45455525635043,NA,NA
1953-08-01,NA,NA,6.73630392411724,4.67526036081836,8.74461441999301,8.94689530832693,8.76154816942289,NA,NA
1953-09-01,NA,NA,1.78376131370896,2.08398438699078,2.52365868946072,1.95338959456421,2.43941309745423,NA,NA
1953-10-01,NA,NA,1.17837784637231,0.119010418211474,1.78915188589599,0.290886078437325,0.219749956522719,NA,NA
1953-11-01,NA,NA,3.79585737828165,2.72500007122289,3.17145750741474,3.4932370937895,4.76809219107963,NA,NA
1953-12-01,NA,NA,3.13767346087843,1.32604162499774,3.58238162007183,3.31042464240454,3.79557543201372,NA,NA
1954-01-01,NA,NA,2.92135773051996,2.12330728681991,3.82458509411663,2.97474623657763,2.74865133978892,NA,NA
1954-02-01,NA,NA,1.79291423410177,2.07981774292421,2.61178395012394,3.22735091904178,2.43488985579461,NA,NA
1954-03-01,NA,NA,4.61896901833825,2.11002606956754,2.44915690273046,3.60000813379884,4.28978606360033,NA,NA
1954-04-01,NA,NA,6.21296104509383,1.15260418169782,5.51029688213021,3.55157089652494,4.55694791162387,NA,NA
1954-05-01,NA,NA,5.69772844319232,1.40078127442393,6.26100632362068,3.69271706440486,4.15301666362211,NA,NA
1954-06-01,NA,NA,2.38564772007521,0.168229168912148,4.9513072881382,2.7166728337761,2.76194579782896,NA,NA
1954-07-01,NA,NA,1.84306130104233,0.302083335191128,2.79365555907134,2.07943171699299,1.91745166084729,NA,NA
1954-08-01,NA,NA,4.22979287977796,1.61679692610051,3.76499887788668,3.28112753340974,3.08055506029632,NA,NA
