time,observation,ICHEC-EC-EARTH_CLMcom-ETH-COSMO-crCLIM-v1-1,ICHEC-EC-EARTH_DMI-HIRHAM5,ICHEC-EC-EARTH_KNMI-RACMO22E,ICHEC-EC-EARTH_SMHI-RCA4,ICHEC-EC-EARTH_CLMcom-ETH-COSMO-crCLIM-v1-1_min,ICHEC-EC-EARTH_CLMcom-ETH-COSMO-crCLIM-v1-1_pred,ICHEC-EC-EARTH_CLMcom-ETH-COSMO-crCLIM-v1-1_max,ICHEC-EC-EARTH_DMI-HIRHAM5_min,ICHEC-EC-EARTH_DMI-HIRHAM5_pred,ICHEC-EC-EARTH_DMI-HIRHAM5_max,ICHEC-EC-EARTH_KNMI-RACMO22E_min,ICHEC-EC-EARTH_KNMI-RACMO22E_pred,ICHEC-EC-EARTH_KNMI-RACMO22E_max,ICHEC-EC-EARTH_SMHI-RCA4_min,ICHEC-EC-EARTH_SMHI-RCA4_pred,ICHEC-EC-EARTH_SMHI-RCA4_max
1951-01-01,NA,-8.71541442871091,-6.90263977050779,-16.8453659057617,NA,-6.03225806451613,-5.46774193548387,-3.90967741935484,-6.03225806451613,-5.46428571428571,-3.35,-6.03225806451613,-6.03225806451613,-4.82903225806452,NA,NA,NA
1951-02-01,NA,-6.92906799316404,-5.20467224121091,-13.0936950683594,NA,-6.03225806451613,-4.42258064516129,-1.61612903225806,-5.46774193548387,-3.90967741935484,-0.546428571428571,-5.46774193548387,-3.81935483870968,-0.22,NA,NA,NA
1951-03-01,NA,0.68311462402346,-1.15939941406248,-9.69077148437498,NA,-2.84642857142857,2.43870967741936,10.41,-3.13870967741935,1.22258064516129,9.06666666666667,-3.98387096774194,-0.546428571428571,5.79354838709677,NA,NA,NA
1951-04-01,NA,3.76711425781252,4.32230529785159,-2.49046936035154,NA,-0.306666666666667,6.39032258064516,13.0266666666667,0.8,8.05333333333333,13.85,-0.748387096774194,5.79354838709677,13.0266666666667,NA,NA,NA
1951-05-01,NA,3.56063232421877,3.69025573730471,3.01725158691409,NA,-0.514285714285714,6.12903225806452,12.9032258064516,0.706451612903226,7.55483870967742,13.6866666666667,2.25161290322581,10.37,14.6,NA,NA,NA
1951-06-01,NA,6.93799743652346,5.50187072753909,6.77749023437502,NA,1.63225806451613,9.71935483870968,14.3766666666667,1.58666666666667,9.62903225806452,14.06,8.05333333333333,13.8870967741935,15.5677419354839,NA,NA,NA
1951-07-01,NA,11.7222686767578,10.2612396240235,7.15743408203127,NA,9.06666666666667,14.06,15.62,8.04516129032258,13.7967741935484,15.1870967741935,8.99677419354839,14.06,15.62,NA,NA,NA
1951-08-01,NA,9.02057800292971,9.38411865234377,5.17351684570315,NA,4.83,11.69,14.8032258064516,6.39032258064516,12.9032258064516,14.9677419354839,5.36666666666667,12.6633333333333,14.9677419354839,NA,NA,NA
1951-09-01,NA,7.60321960449221,8.14209899902346,4.84334716796877,NA,2.25161290322581,10.0709677419355,14.5967741935484,4.83,11.3612903225806,14.7032258064516,5.15666666666667,12.1064516129032,14.9096774193548,NA,NA,NA
1951-10-01,NA,3.94513854980471,3.24527893066409,0.313821411132835,NA,-0.306666666666667,6.58064516129032,13.2533333333333,0.22258064516129,7.07741935483871,13.5033333333333,0.8,8.84838709677419,13.9451612903226,NA,NA,NA
1951-11-01,NA,-0.74034729003904,-1.60802307128904,-5.76639404296873,NA,-3.16451612903226,1.22258064516129,9.50333333333333,-3.35,0.8,8.04516129032258,-2.84642857142857,2.59666666666667,10.4178571428571,NA,NA,NA
1951-12-01,NA,-12.4268249511719,-10.4896606445312,-16.3845275878906,NA,-6.03225806451613,-6.03225806451613,-5.46428571428571,-6.03225806451613,-6.03225806451613,-5.10645161290323,-6.03225806451613,-5.46774193548387,-4.00357142857143,NA,NA,NA
1952-01-01,NA,-8.46994628906248,-7.22051086425779,-13.7240051269531,NA,-6.03225806451613,-5.46428571428571,-3.68965517241379,-6.03225806451613,-5.46428571428571,-3.81935483870968,-6.03225806451613,-4.42258064516129,-1.22758620689655,NA,NA,NA
1952-02-01,NA,-4.50246276855466,-3.83157958984373,-9.79820861816404,NA,-5.08064516129032,-2.90967741935484,2.20645161290323,-4.82903225806452,-2.90967741935484,1.95,-4.00357142857143,-0.748387096774194,5.49677419354839,NA,NA,NA
1952-03-01,NA,-2.32814636230466,-1.66271057128904,-9.85880126953123,NA,-3.90967741935484,-0.306666666666667,6.58064516129032,-3.35,0.8,8.04516129032258,-4.00357142857143,-0.748387096774194,5.49677419354839,NA,NA,NA
1952-04-01,NA,1.01583251953127,1.77747497558596,-7.89647521972654,NA,-2.43548387096774,2.64666666666667,10.4178571428571,-1.01612903225806,5.32,12.0766666666667,-3.35,0.87741935483871,8.99677419354839,NA,NA,NA
1952-05-01,NA,7.61509094238284,8.75431213378909,1.36258850097659,NA,2.25161290322581,10.37,14.5967741935484,5.36666666666667,12.1064516129032,14.8866666666667,1.4258064516129,9.69032258064516,14.3766666666667,NA,NA,NA
1952-06-01,NA,8.5467468261719,9.5643249511719,4.75484619140627,NA,4.08387096774194,10.8566666666667,14.7032258064516,6.58064516129032,13.0266666666667,15.041935483871,4.88666666666667,12.1064516129032,14.9096774193548,NA,NA,NA
1952-07-01,NA,10.5638671875,9.99164733886721,5.61232910156252,NA,7.07741935483871,13.5258064516129,15.0741935483871,7.21333333333333,13.5258064516129,15.0741935483871,6.12903225806452,13.2533333333333,15.0741935483871,NA,NA,NA
