time,observation,CCCma-CanESM2_CLMcom-CCLM4-8-17,CCCma-CanESM2_GERICS-REMO2015
1951-01-01,NA,2.51751881442033,2.30559894698672
1951-02-01,NA,5.33307495061308,3.44425388029777
1951-03-01,NA,2.97933572146576,1.18642655579606
1951-04-01,NA,1.453616967774,1.41082309564808
1951-05-01,NA,3.47880282788537,5.49689704785123
1951-06-01,NA,5.29504112200812,10.0688993814401
1951-07-01,NA,2.1323926281184,8.05319038918242
1951-08-01,NA,1.06764388183365,5.3821109700948
1951-09-01,NA,1.55786133545917,4.11062602652237
1951-10-01,NA,1.88307346834335,0.954307061329018
1951-11-01,NA,0.149537664401578,0.0520835591487412
1951-12-01,NA,2.976265194593,1.49971997598186
1952-01-01,NA,2.76405347976834,0.843112380243838
1952-02-01,NA,6.89491614466533,6.80523177143186
1952-03-01,NA,1.86939019476995,2.8778512525605
1952-04-01,NA,6.50803887401707,3.1649048498366
1952-05-01,NA,4.86008116859011,4.1280034405645
1952-06-01,NA,4.35007164487615,7.46845646062866
1952-07-01,NA,0.995260149647947,4.63752529467456
1952-08-01,NA,1.5658684365917,2.88382925209589
1952-09-01,NA,1.07690449658548,2.70381614682265
1952-10-01,NA,2.12293957010843,0.675876949389931
1952-11-01,NA,2.77358142484445,1.42249050841201
1952-12-01,NA,5.02715177717619,4.74908737814985
1953-01-01,NA,2.55094304156955,0.874933745217277
1953-02-01,NA,1.30700011504814,0.37518148055824
1953-03-01,NA,5.30758600216359,2.72603159537539
1953-04-01,NA,6.305044319015,3.93632335471921
1953-05-01,NA,5.09585645631887,6.3241399708204
1953-06-01,NA,4.01559921156149,4.98839202336967
1953-07-01,NA,2.01952006027568,8.16773695405573
1953-08-01,NA,1.81971083802637,8.97719400236383
1953-09-01,NA,0.853187480242923,3.15860302071087
1953-10-01,NA,0.328743690624833,1.19588613597443
1953-11-01,NA,4.97786037158221,1.32649373699678
1953-12-01,NA,6.59829452633858,5.01110897166654
1954-01-01,NA,1.17996285116533,1.00349159765756
1954-02-01,NA,5.86043139919639,2.41973728698213
1954-03-01,NA,1.58482814440504,0.52084180424572
1954-04-01,NA,1.77441987907514,1.62351434701122
1954-05-01,NA,8.20889985188842,8.67964985081926
1954-06-01,NA,1.0515345580643,3.70943408925086
1954-07-01,NA,2.11745646956842,5.46881714835763
1954-08-01,NA,0.575450780888787,4.06501752440818
1954-09-01,NA,0.137932762299897,1.31525179749588
1954-10-01,NA,5.62210932257585,6.88545758603141
1954-11-01,NA,2.96968071197625,2.03089228598401
1954-12-01,NA,9.11363462219015,6.04411326348782
1955-01-01,NA,1.23265289585106,0.479088620704715
1955-02-01,NA,0.909869445604272,2.14071695809253
1955-03-01,NA,2.63118975854013,1.30929100705544
1955-04-01,NA,2.18774595705327,4.3453594960738
1955-05-01,NA,8.16092372406274,6.47119113709778
1955-06-01,NA,3.21515894320328,6.94044182309881
1955-07-01,NA,5.22061249357648,9.8779573221691
1955-08-01,NA,0.839634237490827,7.10663861827925
1955-09-01,NA,2.14680748467799,4.29051497485489
1955-10-01,NA,0.591750111925649,1.18554763466818
1955-11-01,NA,3.88734548469074,3.13451641704887
1955-12-01,NA,9.78324600728229,6.36706212535501
1956-01-01,NA,4.82594319619238,1.90789024054538
1956-02-01,NA,5.31670682248659,3.40690762968734
1956-03-01,NA,4.52464227564633,1.69957053149119
1956-04-01,NA,2.43709521309938,2.53673335828353
1956-05-01,NA,2.94697743665893,6.5344784874469
1956-06-01,NA,6.69665244058706,8.01924745319411
1956-07-01,NA,3.77488381345756,7.91855114512146
1956-08-01,NA,0.875334956799634,5.51003866712563
1956-09-01,NA,0.687537997146137,3.30726319807582
1956-10-01,NA,1.22553414548747,1.91992961335927
1956-11-01,NA,3.5729706811253,2.23031835048459
1956-12-01,NA,5.15129755949602,1.67934347991832
1957-01-01,NA,1.93470625381451,0.114081258743681
1957-02-01,NA,1.03362774825655,0.252951042511995
1957-03-01,NA,3.16230352618732,1.6996427468257
1957-04-01,NA,2.32064378215,3.43758539529517
1957-05-01,NA,4.85279425629415,6.84525776887313
1957-06-01,NA,4.15183890145272,9.03028508182615
1957-07-01,NA,6.05776769807562,10.0070135900751
1957-08-01,NA,2.86924222600646,3.51462430553511
1957-09-01,NA,0.686753922491334,1.04478694265708
1957-10-01,NA,3.60214787651785,4.32896229322068
1957-11-01,NA,0.738629874831531,0.306526292297349
1957-12-01,NA,4.58175431122072,2.80519107473083
1958-01-01,NA,2.7324721973855,2.12192776962183
1958-02-01,NA,0.852373191446532,0.457320245186565
1958-03-01,NA,1.4892798702931,0.660049120051553
1958-04-01,NA,0.54232492329902,1.78972615103703
1958-05-01,NA,2.87851737812161,5.32224720809609
1958-06-01,NA,5.26627411600202,6.37765506980941
1958-07-01,NA,2.5896473962348,8.72986614704132
1958-08-01,NA,1.8777244258672,4.07049850327894
1958-09-01,NA,3.44384856289253,1.68753233738244
1958-10-01,NA,2.43387420487124,2.15965764946304
1958-11-01,NA,2.267896963167,2.55466507805977
1958-12-01,NA,4.73026801482774,2.20362012914848
1959-01-01,NA,2.90175767149776,0.954110178281553
1959-02-01,NA,0.732184931257507,0.0592910389968893
1959-03-01,NA,2.99469134188257,3.35732107632793
1959-04-01,NA,3.43205443932675,3.18956068949774
1959-05-01,NA,5.13613595394418,6.00927105406299
1959-06-01,NA,3.04610763851088,9.64525012532249
1959-07-01,NA,5.8230240130797,8.66004216950387
1959-08-01,NA,1.00017224613111,5.12975255842321
1959-09-01,NA,1.20117404294433,3.24933015508577
