time,observation,MOHC-HadGEM2-ES_CLMcom-CCLM4-8-17,MOHC-HadGEM2-ES_CLMcom-ETH-COSMO-crCLIM-v1-1,MOHC-HadGEM2-ES_DMI-HIRHAM5,MOHC-HadGEM2-ES_GERICS-REMO2015,MOHC-HadGEM2-ES_KNMI-RACMO22E,MOHC-HadGEM2-ES_MOHC-HadREM3-GA7-05,MOHC-HadGEM2-ES_SMHI-RCA4,MOHC-HadGEM2-ES_UHOH-WRF361H,MOHC-HadGEM2-ES_CLMcom-CCLM4-8-17_min,MOHC-HadGEM2-ES_CLMcom-CCLM4-8-17_pred,MOHC-HadGEM2-ES_CLMcom-CCLM4-8-17_max,MOHC-HadGEM2-ES_CLMcom-ETH-COSMO-crCLIM-v1-1_min,MOHC-HadGEM2-ES_CLMcom-ETH-COSMO-crCLIM-v1-1_pred,MOHC-HadGEM2-ES_CLMcom-ETH-COSMO-crCLIM-v1-1_max,MOHC-HadGEM2-ES_DMI-HIRHAM5_min,MOHC-HadGEM2-ES_DMI-HIRHAM5_pred,MOHC-HadGEM2-ES_DMI-HIRHAM5_max,MOHC-HadGEM2-ES_GERICS-REMO2015_min,MOHC-HadGEM2-ES_GERICS-REMO2015_pred,MOHC-HadGEM2-ES_GERICS-REMO2015_max,MOHC-HadGEM2-ES_KNMI-RACMO22E_min,MOHC-HadGEM2-ES_KNMI-RACMO22E_pred,MOHC-HadGEM2-ES_KNMI-RACMO22E_max,MOHC-HadGEM2-ES_MOHC-HadREM3-GA7-05_min,MOHC-HadGEM2-ES_MOHC-HadREM3-GA7-05_pred,MOHC-HadGEM2-ES_MOHC-HadREM3-GA7-05_max,MOHC-HadGEM2-ES_SMHI-RCA4_min,MOHC-HadGEM2-ES_SMHI-RCA4_pred,MOHC-HadGEM2-ES_SMHI-RCA4_max,MOHC-HadGEM2-ES_UHOH-WRF361H_min,MOHC-HadGEM2-ES_UHOH-WRF361H_pred,MOHC-HadGEM2-ES_UHOH-WRF361H_max
1951-01-01,NA,-11.3293670654297,-11.8219055175781,-10.8920196533203,-8.61299743652341,-17.4441207885742,NA,NA,NA,-6.03225806451613,-4.00357142857143,-0.22,-5.10645161290323,-3.03548387096774,2.59666666666667,-6.03225806451613,-5.46428571428571,-2.84642857142857,-6.03225806451613,-4.42258064516129,-0.748387096774194,-5.46774193548387,-3.35,1.58666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-02-01,NA,-10.0750946044922,-6.47496643066404,-5.66289367675779,-2.77266540527341,-13.7289031982422,NA,NA,NA,-5.46774193548387,-3.98387096774194,0.226666666666667,-5.46428571428571,-3.13870967741935,2.25161290322581,-6.03225806451613,-4.82903225806452,-0.514285714285714,-5.46774193548387,-3.81935483870968,0.721428571428571,-5.46428571428571,-3.26785714285714,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-03-01,NA,-1.49562683105466,1.12478027343752,2.70548400878909,4.89112243652346,-5.3034729003906,NA,NA,NA,-5.46428571428571,-3.13870967741935,2.20645161290323,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-3.68965517241379,2.20645161290323,-5.10645161290323,-3.03548387096774,2.59666666666667,-5.46428571428571,-3.16451612903226,2.02666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-04-01,NA,1.58097229003909,1.97327575683596,3.36441955566409,5.82537231445315,-2.56633605957029,NA,NA,NA,-5.10645161290323,-3.03548387096774,2.64666666666667,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-3.67096774193548,2.25161290322581,-5.10645161290323,-2.97741935483871,2.64666666666667,-5.46428571428571,-3.16451612903226,2.20645161290323,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-05-01,NA,6.30611572265627,8.27472839355471,8.95691833496096,8.49411926269534,4.62493286132815,NA,NA,NA,-5.10645161290323,-2.84642857142857,4.08387096774194,-5.46428571428571,-3.26785714285714,1.9,-5.46774193548387,-3.16451612903226,4.37741935483871,-5.10645161290323,-2.84642857142857,4.08387096774194,-5.46428571428571,-3.13870967741935,2.25161290322581,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-06-01,NA,9.10190734863284,10.3859497070313,10.5277954101563,11.7551666259766,7.87947998046877,NA,NA,NA,-5.08064516129032,-2.57857142857143,4.65666666666667,-5.46428571428571,-3.26785714285714,1.9,-5.46774193548387,-3.13870967741935,4.83,-5.08064516129032,-2.43548387096774,4.88666666666667,-5.46428571428571,-3.13870967741935,2.43870967741936,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-07-01,NA,14.9760833740235,14.1260162353516,13.3145690917969,12.5116516113281,9.3968444824219,NA,NA,NA,-4.82903225806452,-1.75161290322581,5.49677419354839,-5.46428571428571,-3.35,1.63225806451613,-5.46428571428571,-2.90967741935484,5.36666666666667,-5.08064516129032,-2.37741935483871,5.15666666666667,-5.46428571428571,-3.03548387096774,2.59666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-08-01,NA,16.2818237304688,15.4668975830078,14.7045379638672,14.3081604003906,11.868539428711,NA,NA,NA,-4.82903225806452,-1.22758620689655,5.79354838709677,-5.46428571428571,-3.35,1.63225806451613,-5.46428571428571,-2.57857142857143,6.12903225806452,-4.82903225806452,-1.75161290322581,5.46666666666667,-5.10645161290323,-3.03548387096774,2.64666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-09-01,NA,11.2019592285156,12.5822235107422,12.607797241211,12.0781799316406,8.00032958984377,NA,NA,NA,-5.08064516129032,-2.43548387096774,4.88666666666667,-5.46428571428571,-3.26785714285714,1.9,-5.46428571428571,-2.97741935483871,5.29,-5.08064516129032,-2.43548387096774,5.15666666666667,-5.46428571428571,-3.13870967741935,2.43870967741936,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-10-01,NA,3.18435058593752,4.50605163574221,4.62705383300784,7.06714782714846,1.12677917480471,NA,NA,NA,-5.10645161290323,-2.97741935483871,2.99333333333333,-5.46428571428571,-3.26785714285714,1.95,-5.46774193548387,-3.67096774193548,2.59666666666667,-5.10645161290323,-2.90967741935484,3.58666666666667,-5.46428571428571,-3.13870967741935,2.25161290322581,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-11-01,NA,-2.66594543457029,-0.181616210937477,0.0903259277343977,2.3024841308594,-6.36864318847654,NA,NA,NA,-5.46428571428571,-3.16451612903226,2.02666666666667,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-3.90967741935484,1.58666666666667,-5.46428571428571,-3.16451612903226,2.02666666666667,-5.46428571428571,-3.16451612903226,2.02666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-12-01,NA,-6.8676818847656,-7.69338073730466,-4.65143432617185,-1.99257507324216,-14.2137054443359,-14.818701171875,NA,NA,-5.46774193548387,-3.67096774193548,1.22258064516129,-5.46428571428571,-3.13870967741935,2.43870967741936,-6.03225806451613,-4.72903225806452,-0.22,-5.46774193548387,-3.81935483870968,0.8,-5.46428571428571,-3.26785714285714,1.9,-6.03225806451613,-5.10645161290323,-1.75161290322581,NA,NA,NA,NA,NA,NA
1952-01-01,NA,-4.59223022460935,-3.34548034667966,-2.33986511230466,1.11530456542971,-10.4867309570312,-6.98544921874998,NA,NA,-5.46428571428571,-3.26785714285714,1.63225806451613,-5.46428571428571,-3.16451612903226,2.20645161290323,-6.03225806451613,-4.00357142857143,0.8,-5.46428571428571,-3.26785714285714,1.9,-5.46428571428571,-3.26785714285714,1.95,-6.03225806451613,-4.42258064516129,0.721428571428571,NA,NA,NA,NA,NA,NA
1952-02-01,NA,-7.00032653808591,-4.73374023437498,-3.38808288574216,0.105249023437523,-9.65549316406248,-6.81589355468748,NA,NA,-5.46774193548387,-3.67096774193548,1.1258064516129,-5.46428571428571,-3.13870967741935,2.20645161290323,-6.03225806451613,-4.42258064516129,0.706451612903226,-5.46774193548387,-3.35,1.4258064516129,-5.46428571428571,-3.26785714285714,1.95,-6.03225806451613,-4.42258064516129,0.8,NA,NA,NA,NA,NA,NA
1952-03-01,NA,-1.0952209472656,-0.515997314453102,0.0777984619140852,2.08406982421877,-7.3016418457031,-4.86423339843748,NA,NA,-5.46428571428571,-3.13870967741935,2.25161290322581,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-3.90967741935484,1.58666666666667,-5.46428571428571,-3.16451612903226,1.95,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-4.00357142857143,1.1258064516129,NA,NA,NA,NA,NA,NA
1952-04-01,NA,-0.26360168457029,0.715432739257835,1.25640258789065,3.27552185058596,-4.63524475097654,2.61708984375002,NA,NA,-5.46428571428571,-3.13870967741935,2.43870967741936,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-3.81935483870968,1.9,-5.46428571428571,-3.13870967741935,2.25161290322581,-5.46428571428571,-3.16451612903226,2.20645161290323,-6.03225806451613,-3.35,2.99333333333333,NA,NA,NA,NA,NA,NA
1952-05-01,NA,4.53518066406252,5.30014953613284,6.06777343750002,5.8614440917969,1.24216613769534,6.25368652343752,NA,NA,-5.10645161290323,-2.90967741935484,3.58666666666667,-5.46428571428571,-3.26785714285714,1.95,-5.46774193548387,-3.35,2.64666666666667,-5.10645161290323,-2.97741935483871,2.99333333333333,-5.46428571428571,-3.13870967741935,2.25161290322581,-5.46774193548387,-3.16451612903226,4.88666666666667,NA,NA,NA,NA,NA,NA
1952-06-01,NA,9.89545593261721,12.0811248779297,12.3312164306641,12.459848022461,8.54032287597659,11.953271484375,NA,NA,-5.08064516129032,-2.57857142857143,4.83,-5.46428571428571,-3.26785714285714,1.9,-5.46774193548387,-3.03548387096774,5.29,-5.08064516129032,-2.37741935483871,5.15666666666667,-5.46428571428571,-3.03548387096774,2.43870967741936,-5.46428571428571,-2.57857142857143,6.59333333333333,NA,NA,NA,NA,NA,NA
1952-07-01,NA,12.078744506836,11.9805389404297,12.9927917480469,12.3095794677735,9.21201477050784,13.256982421875,NA,NA,-5.08064516129032,-2.37741935483871,5.15666666666667,-5.46428571428571,-3.26785714285714,1.9,-5.46428571428571,-2.97741935483871,5.32,-5.08064516129032,-2.43548387096774,5.15666666666667,-5.46428571428571,-3.03548387096774,2.59666666666667,-5.10645161290323,-2.21379310344828,7.55483870967742,NA,NA,NA,NA,NA,NA
1952-08-01,NA,11.7339874267578,13.0385375976563,11.9515014648438,13.3328491210938,7.15096435546877,10.89345703125,NA,NA,-5.08064516129032,-2.43548387096774,5.15666666666667,-5.46428571428571,-3.26785714285714,1.9,-5.46774193548387,-3.03548387096774,5.15666666666667,-4.82903225806452,-2.21379310344828,5.32,-5.46428571428571,-3.13870967741935,2.43870967741936,-5.46428571428571,-2.90967741935484,6.12903225806452,NA,NA,NA,NA,NA,NA
1952-09-01,NA,7.49848327636721,8.97608337402346,9.77274475097659,10.2980590820313,5.38582763671877,8.23098144531252,NA,NA,-5.10645161290323,-2.84642857142857,4.37741935483871,-5.46428571428571,-3.26785714285714,1.9,-5.46774193548387,-3.13870967741935,4.65666666666667,-5.08064516129032,-2.57857142857143,4.65666666666667,-5.46428571428571,-3.13870967741935,2.43870967741936,-5.46774193548387,-3.03548387096774,5.32,NA,NA,NA,NA,NA,NA
1952-10-01,NA,-0.413145446777321,0.335191345214866,2.62944946289065,3.96333465576174,-3.40502777099607,-4.48044433593748,NA,NA,-5.46428571428571,-3.13870967741935,2.43870967741936,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-3.68965517241379,2.20645161290323,-5.46428571428571,-3.13870967741935,2.43870967741936,-5.46428571428571,-3.16451612903226,2.20645161290323,-6.03225806451613,-4.00357142857143,1.1258064516129,NA,NA,NA,NA,NA,NA
1952-11-01,NA,-6.23972167968748,-5.22772827148435,-4.74858703613279,-1.55223693847654,-11.8080200195312,-9.87045898437498,NA,NA,-5.46774193548387,-3.67096774193548,1.4258064516129,-5.46428571428571,-3.13870967741935,2.25161290322581,-6.03225806451613,-4.72903225806452,-0.232258064516129,-5.46774193548387,-3.68965517241379,1.11666666666667,-5.46428571428571,-3.26785714285714,1.95,-6.03225806451613,-4.82903225806452,-0.22,NA,NA,NA,NA,NA,NA
1952-12-01,NA,-5.23363342285154,-4.0059875488281,-1.66612854003904,0.82233581542971,-9.48074951171873,-7.47849121093748,NA,NA,-5.46428571428571,-3.35,1.58666666666667,-5.46428571428571,-3.16451612903226,2.20645161290323,-6.03225806451613,-4.00357142857143,1.11666666666667,-5.46428571428571,-3.35,1.63225806451613,-5.46428571428571,-3.26785714285714,1.95,-6.03225806451613,-4.42258064516129,0.706451612903226,NA,NA,NA,NA,NA,NA
1953-01-01,NA,-4.11122741699216,-1.17047729492185,-0.0505737304687273,1.81118164062502,-9.64276733398435,-6.33640136718748,NA,NA,-5.46428571428571,-3.26785714285714,1.9,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-3.90967741935484,1.58666666666667,-5.46428571428571,-3.26785714285714,1.95,-5.46428571428571,-3.26785714285714,1.95,-6.03225806451613,-4.42258064516129,0.87741935483871,NA,NA,NA,NA,NA,NA
1953-02-01,NA,-4.14717712402341,-3.69396057128904,-1.0932678222656,1.68576965332034,-10.4865173339844,-9.12106933593748,NA,NA,-5.46428571428571,-3.26785714285714,1.9,-5.46428571428571,-3.16451612903226,2.20645161290323,-6.03225806451613,-3.98387096774194,1.1258064516129,-5.46428571428571,-3.26785714285714,1.95,-5.46428571428571,-3.26785714285714,1.95,-6.03225806451613,-4.72903225806452,0.226666666666667,NA,NA,NA,NA,NA,NA
1953-03-01,NA,3.17234191894534,3.3953796386719,7.83135375976565,8.45864257812502,-3.53734436035154,4.84694824218752,NA,NA,-5.10645161290323,-2.97741935483871,2.99333333333333,-5.46428571428571,-3.26785714285714,1.95,-5.46774193548387,-3.26785714285714,4.08387096774194,-5.10645161290323,-2.84642857142857,4.08387096774194,-5.46428571428571,-3.16451612903226,2.20645161290323,-5.46774193548387,-3.26785714285714,4.65666666666667,NA,NA,NA,NA,NA,NA
1953-04-01,NA,6.87107238769534,8.80599365234377,8.74027404785159,10.1114898681641,4.21824035644534,7.70717773437502,NA,NA,-5.10645161290323,-2.84642857142857,4.37741935483871,-5.46428571428571,-3.26785714285714,1.9,-5.46774193548387,-3.16451612903226,4.37741935483871,-5.08064516129032,-2.57857142857143,4.65666666666667,-5.46428571428571,-3.13870967741935,2.25161290322581,-5.46774193548387,-3.13870967741935,5.29,NA,NA,NA,NA,NA,NA
1953-05-01,NA,13.5921569824219,15.6723571777344,15.9309020996094,15.227197265625,11.2469421386719,13.879052734375,NA,NA,-4.82903225806452,-2.21379310344828,5.36666666666667,-5.46428571428571,-3.35,1.63225806451613,-5.10645161290323,-2.37741935483871,6.59333333333333,-4.72903225806452,-1.22758620689655,5.79354838709677,-5.10645161290323,-3.03548387096774,2.59666666666667,-5.10645161290323,-1.75161290322581,8.04516129032258,NA,NA,NA,NA,NA,NA
1953-06-01,NA,11.4370513916016,15.9814544677735,12.876840209961,12.4196716308594,9.30690917968752,12.0315185546875,NA,NA,-5.08064516129032,-2.43548387096774,5.15666666666667,-5.46774193548387,-3.35,1.58666666666667,-5.46428571428571,-2.97741935483871,5.32,-5.08064516129032,-2.37741935483871,5.15666666666667,-5.46428571428571,-3.03548387096774,2.59666666666667,-5.46428571428571,-2.57857142857143,6.59333333333333,NA,NA,NA,NA,NA,NA
1953-07-01,NA,12.7294860839844,13.6466613769531,13.6710906982422,12.8383422851563,10.0934539794922,11.9173828125,NA,NA,-5.08064516129032,-2.37741935483871,5.29,-5.46428571428571,-3.35,1.63225806451613,-5.46428571428571,-2.90967741935484,5.46666666666667,-5.08064516129032,-2.37741935483871,5.29,-5.46428571428571,-3.03548387096774,2.59666666666667,-5.46428571428571,-2.57857142857143,6.58064516129032,NA,NA,NA,NA,NA,NA
1953-08-01,NA,8.68636474609377,9.88337097167971,10.4380432128906,9.72452697753909,6.71328125000002,8.39333496093752,NA,NA,-5.08064516129032,-2.57857142857143,4.65666666666667,-5.46428571428571,-3.26785714285714,1.9,-5.46774193548387,-3.13870967741935,4.83,-5.08064516129032,-2.84642857142857,4.65666666666667,-5.46428571428571,-3.13870967741935,2.43870967741936,-5.46774193548387,-3.03548387096774,5.32,NA,NA,NA,NA,NA,NA
1953-09-01,NA,2.49964294433596,4.68108520507815,4.66929016113284,6.78363952636721,1.15970764160159,0.908471679687523,NA,NA,-5.10645161290323,-2.97741935483871,2.99333333333333,-5.46428571428571,-3.26785714285714,1.95,-5.46774193548387,-3.67096774193548,2.59666666666667,-5.10645161290323,-2.90967741935484,2.99333333333333,-5.46428571428571,-3.13870967741935,2.25161290322581,-6.03225806451613,-3.68965517241379,2.59666666666667,NA,NA,NA,NA,NA,NA
1953-10-01,NA,-1.13066711425779,-0.0666412353515398,-0.129888916015602,2.14959106445315,-4.01750793457029,-1.73569335937498,NA,NA,-5.46428571428571,-3.13870967741935,2.25161290322581,-5.46428571428571,-3.16451612903226,2.02666666666667,-6.03225806451613,-3.90967741935484,1.4258064516129,-5.46428571428571,-3.16451612903226,2.02666666666667,-5.46428571428571,-3.16451612903226,2.20645161290323,-6.03225806451613,-3.90967741935484,1.95,NA,NA,NA,NA,NA,NA
1953-11-01,NA,-5.48274841308591,-3.73578491210935,-3.26781311035154,1.06244812011721,-8.94318237304685,-10.7790283203125,NA,NA,-5.46774193548387,-3.35,1.58666666666667,-5.46428571428571,-3.16451612903226,2.20645161290323,-6.03225806451613,-4.42258064516129,0.706451612903226,-5.46428571428571,-3.26785714285714,1.63225806451613,-5.46428571428571,-3.16451612903226,1.95,-6.03225806451613,-4.82903225806452,-0.306666666666667,NA,NA,NA,NA,NA,NA
