time,observation,CCCma-CanESM2_CLMcom-CCLM4-8-17,CCCma-CanESM2_GERICS-REMO2015,CCCma-CanESM2_CLMcom-CCLM4-8-17_min,CCCma-CanESM2_CLMcom-CCLM4-8-17_pred,CCCma-CanESM2_CLMcom-CCLM4-8-17_max,CCCma-CanESM2_GERICS-REMO2015_min,CCCma-CanESM2_GERICS-REMO2015_pred,CCCma-CanESM2_GERICS-REMO2015_max
1951-01-01,NA,-0.19627990722654,0.797662353515648,4.16774193548387,5.63225806451613,7.70967741935484,4.16774193548387,4.16774193548387,5.79032258064516
1951-02-01,NA,-0.51598205566404,4.02938232421877,4.16774193548387,5.12258064516129,7.32413793103448,4.96774193548387,6.2258064516129,9.70689655172414
1951-03-01,NA,2.97687683105471,9.12383422851565,5.8741935483871,8.96071428571429,18.1290322580645,7.22666666666667,11.6357142857143,19.9322580645161
1951-04-01,NA,11.4495025634766,15.765023803711,9.55714285714286,18.8233333333333,26.7833333333333,12.01,20.0387096774194,27.6161290322581
1951-05-01,NA,18.6486755371094,19.8523345947266,16.3258064516129,25.12,29.6161290322581,17.8933333333333,25.5258064516129,29.7774193548387
1951-06-01,NA,17.8846832275391,19.5537506103516,15.3161290322581,24.6166666666667,29.5064516129032,16.9677419354839,25.1733333333333,29.6161290322581
1951-07-01,NA,22.0365386962891,22.7953125,20.0387096774194,27.6466666666667,30.4354838709677,23.36,28.8466666666667,31.0161290322581
1951-08-01,NA,25.4685607910156,18.1008392333985,24.6166666666667,29.5870967741935,31.5774193548387,13.9033333333333,24.1566666666667,29.0833333333333
1951-09-01,NA,17.6947723388672,17.930078125,14.7677419354839,24.6032258064516,29.5064516129032,13.5392857142857,23.7161290322581,28.8466666666667
1951-10-01,NA,10.6834045410156,11.8759552001953,9.225,18.2413793103448,26.17,8.35,15.3161290322581,24.6032258064516
1951-11-01,NA,3.51551208496096,8.33034667968752,5.95806451612903,9.55714285714286,18.8233333333333,6.81290322580645,10.141935483871,19.2032258064516
1951-12-01,NA,2.3321472167969,4.90439758300784,5.70322580645161,7.80384615384615,15.3483870967742,5.53225806451613,7.32413793103448,12.2533333333333
1952-01-01,NA,1.28211364746096,4.70754394531252,5.53225806451613,7.34193548387097,12.4433333333333,5.12258064516129,7.32413793103448,12.01
1952-02-01,NA,-0.606405639648415,5.95871887207034,4.16774193548387,5.12258064516129,7.22666666666667,5.63225806451613,7.62258064516129,12.9464285714286
1952-03-01,NA,3.69413146972659,9.27425537109377,6.2258064516129,9.70689655172414,19.2032258064516,7.32413793103448,12.01,20.0387096774194
1952-04-01,NA,9.62253723144534,14.6947418212891,8.775,16.9677419354839,25.5258064516129,11.0666666666667,19.2266666666667,26.7833333333333
1952-05-01,NA,12.3273254394531,14.6245666503906,11.0666666666667,19.4032258064516,27.141935483871,11.0666666666667,19.2032258064516,26.7833333333333
1952-06-01,NA,16.8643280029297,18.1528106689453,13.4290322580645,24.1566666666667,29.1032258064516,14.5032258064516,24.1566666666667,29.0833333333333
1952-07-01,NA,23.1082092285156,23.731820678711,21.1903225806452,28.01,30.8225806451613,25.12,29.6161290322581,31.5774193548387
1952-08-01,NA,24.0596862792969,22.1131225585938,22.8193548387097,28.8466666666667,31.2322580645161,21.2333333333333,28.01,30.8225806451613
1952-09-01,NA,20.9830261230469,21.8300567626953,18.8233333333333,26.7833333333333,30.1903225806452,20.5633333333333,27.7166666666667,30.4354838709677
1952-10-01,NA,10.4041229248047,14.9971252441406,8.96071428571429,18.2413793103448,26.141935483871,11.3233333333333,19.5633333333333,26.8451612903226
1952-11-01,NA,3.79371032714846,6.07497558593752,6.2258064516129,10.141935483871,19.2266666666667,5.63225806451613,7.70967741935484,13.5392857142857
1952-12-01,NA,1.16594848632815,2.75217590332034,5.12258064516129,7.32413793103448,12.2633333333333,4.16774193548387,5.70322580645161,7.80384615384615
1953-01-01,NA,0.431085205078148,5.7792907714844,4.96774193548387,5.95806451612903,9.55714285714286,5.63225806451613,7.52258064516129,12.74
1953-02-01,NA,1.52495727539065,8.57479248046877,5.53225806451613,7.44838709677419,12.74,6.88076923076923,11.3233333333333,19.4032258064516
1953-03-01,NA,5.16175231933596,11.7511993408203,7.32413793103448,12.2533333333333,20.5633333333333,8.35,14.7677419354839,24.3233333333333
1953-04-01,NA,7.7055603027344,10.9161773681641,7.80384615384615,14.7677419354839,24.6032258064516,7.62258064516129,13.4290322580645,23.0516129032258
1953-05-01,NA,12.7493682861328,15.0453887939453,11.3233333333333,19.83,27.5806451612903,11.3866666666667,19.5633333333333,27.141935483871
1953-06-01,NA,19.9220977783203,21.2117095947266,18.1290322580645,26.141935483871,29.9741935483871,19.83,27.4677419354839,30.1903225806452
1953-07-01,NA,22.5229888916016,23.2707763671875,20.5064516129032,27.7166666666667,30.8225806451613,24.6032258064516,29.3666666666667,31.4064516129032
1953-08-01,NA,21.6066528320313,20.8686920166016,19.83,27.5806451612903,30.2774193548387,19.2266666666667,26.7833333333333,30.1838709677419
1953-09-01,NA,17.160531616211,18.8166290283203,13.5392857142857,24.16,29.1032258064516,15.3483870967742,24.6166666666667,29.5064516129032
1953-10-01,NA,13.2115112304688,15.0900360107422,11.4666666666667,19.9322580645161,27.6466666666667,11.3866666666667,19.5633333333333,27.141935483871
1953-11-01,NA,6.3966003417969,9.95591125488284,7.44838709677419,12.74,23.0516129032258,7.44838709677419,12.4433333333333,21.0566666666667
1953-12-01,NA,1.04535827636721,2.49727783203127,5.12258064516129,7.22666666666667,12.01,4.16774193548387,5.63225806451613,7.62258064516129
